Bus,Window Size,QQ Threshold,Accuracy,Precision,Recall,F1 Score,False Alarm Rate,Expected Delay,Detection Time
Bus119,6,0.1,0.2286729857819905,0.2029520295202952,0.9821428571428572,0.3363914373088685,0.0,0.0,0
Bus119,12,0.1,0.2067307692307692,0.2021791767554479,0.9940476190476192,0.3360160965794768,0.0,1.0,1
Bus119,24,0.1,0.2363861386138613,0.2002670226969292,0.8928571428571429,0.3271537622682661,0.0,10.0,10
Bus119,48,0.1,0.2368421052631578,0.2208672086720867,0.9702380952380952,0.3598233995584989,0.0,0.0,0
Bus119,96,0.1,0.322289156626506,0.2642140468227424,0.9404761904761904,0.412532637075718,0.0,0.0,0
