Bus,d,Gamma,Threshold,Alpha,Accuracy,Precision,Recall,F1 Score,False Alarm Rate,Expected Delay,Detection Time
Bus115,3,0.7,4,0.2,0.7423887587822015,0.9833333333333332,0.3511904761904761,0.5175438596491229,0.0038610038610038,2.5,48
Bus115,3,0.8,4,0.2,0.7423887587822015,0.9833333333333332,0.3511904761904761,0.5175438596491229,0.0038610038610038,2.5,48
Bus115,3,0.9,4,0.2,0.7423887587822015,0.9833333333333332,0.3511904761904761,0.5175438596491229,0.0038610038610038,2.5,48
Bus115,3,0.95,4,0.2,0.6955503512880562,0.8064516129032258,0.2976190476190476,0.4347826086956521,0.0463320463320463,11.5,66
Bus115,3,0.99,4,0.2,0.4918032786885246,0.2621359223300971,0.1607142857142857,0.1992619926199262,0.2934362934362934,-1.0,14
