Bus,d,Gamma,Threshold,Accuracy,Precision,Recall,F1 Score,False Alarm Rate,Expected Delay,Detection Time
Bus115,3,0.5,5,0.6159250585480094,1.0,0.0238095238095238,0.0465116279069767,0.0,93.0,93
Bus116,3,0.5,5,0.6159250585480094,1.0,0.0238095238095238,0.0465116279069767,0.0,204.0,204
Bus117,3,0.5,5,0.6135831381733021,1.0,0.0178571428571428,0.0350877192982456,0.0,93.0,93
Bus118,3,0.5,5,0.6088992974238876,1.0,0.0059523809523809,0.0118343195266272,0.0,43.0,43
Bus119,3,0.5,5,0.6112412177985949,1.0,0.0119047619047619,0.0235294117647058,0.0,93.0,93
Bus121,3,0.5,5,0.6252927400468384,1.0,0.0476190476190476,0.0909090909090909,0.0,66.0,66
Bus135,3,0.5,5,0.6252927400468384,1.0,0.0476190476190476,0.0909090909090909,0.0,43.0,43
Bus139,3,0.5,5,0.6065573770491803,0.0,0.0,0.0,0.0,,-1
