Bus,d,k,alpha,h,Confusion Matrix,Accuracy,Precision,Recall,F1 Score
Bus117,3,15,1.0,30,"[[ 42 217]
 [  3 165]]",0.4847775175644028,0.4319371727748691,0.9821428571428571,0.6
Bus117,3,15,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus117,3,15,5.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus117,3,15,5.0,10,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus117,3,15,5.0,20,"[[  9 250]
 [  0 168]]",0.41451990632318503,0.4019138755980861,1.0,0.5733788395904437
Bus117,3,15,5.0,30,"[[ 14 245]
 [  0 168]]",0.4262295081967213,0.4067796610169492,1.0,0.5783132530120482
Bus117,3,15,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus117,3,15,10.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus117,3,15,10.0,10,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus117,3,15,10.0,20,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus117,3,15,10.0,30,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus117,3,20,0.01,1,"[[259   0]
 [163   5]]",0.6182669789227166,1.0,0.02976190476190476,0.057803468208092484
Bus117,3,20,0.01,5,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus117,3,20,0.01,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus117,3,20,0.01,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus117,3,20,0.01,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus117,3,20,0.05,1,"[[259   0]
 [151  17]]",0.6463700234192038,1.0,0.10119047619047619,0.1837837837837838
Bus117,3,20,0.05,5,"[[259   0]
 [164   4]]",0.6159250585480094,1.0,0.023809523809523808,0.046511627906976744
Bus117,3,20,0.05,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus117,3,20,0.05,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus117,3,20,0.05,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus117,3,20,0.1,1,"[[255   4]
 [126  42]]",0.6955503512880562,0.9130434782608695,0.25,0.3925233644859813
Bus117,3,20,0.1,5,"[[259   0]
 [155  13]]",0.6370023419203747,1.0,0.07738095238095238,0.143646408839779
Bus117,3,20,0.1,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus117,3,20,0.1,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus117,3,20,0.1,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus117,3,20,1.0,1,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus117,3,20,1.0,5,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus117,3,20,1.0,10,"[[ 19 240]
 [  0 168]]",0.4379391100702576,0.4117647058823529,1.0,0.5833333333333334
Bus117,3,20,1.0,20,"[[ 34 225]
 [  0 168]]",0.47306791569086654,0.42748091603053434,1.0,0.5989304812834224
Bus117,3,20,1.0,30,"[[ 42 217]
 [  3 165]]",0.4847775175644028,0.4319371727748691,0.9821428571428571,0.6
Bus117,3,20,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus117,3,20,5.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus117,3,20,5.0,10,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus117,3,20,5.0,20,"[[  9 250]
 [  0 168]]",0.41451990632318503,0.4019138755980861,1.0,0.5733788395904437
Bus117,3,20,5.0,30,"[[ 14 245]
 [  0 168]]",0.4262295081967213,0.4067796610169492,1.0,0.5783132530120482
Bus117,3,20,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus117,3,20,10.0,5,"[[  1 258]
 [  0 168]]",0.3957845433255269,0.39436619718309857,1.0,0.5656565656565656
Bus117,3,20,10.0,10,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus117,3,20,10.0,20,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus117,3,20,10.0,30,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus118,3,10,0.01,1,"[[259   0]
 [163   5]]",0.6182669789227166,1.0,0.02976190476190476,0.057803468208092484
Bus118,3,10,0.01,5,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,10,0.01,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,10,0.01,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,10,0.01,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,10,0.05,1,"[[259   0]
 [148  20]]",0.6533957845433255,1.0,0.11904761904761904,0.2127659574468085
Bus118,3,10,0.05,5,"[[259   0]
 [165   3]]",0.6135831381733021,1.0,0.017857142857142856,0.03508771929824561
Bus118,3,10,0.05,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,10,0.05,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,10,0.05,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,10,0.1,1,"[[257   2]
 [123  45]]",0.7072599531615925,0.9574468085106383,0.26785714285714285,0.4186046511627907
Bus118,3,10,0.1,5,"[[259   0]
 [154  14]]",0.639344262295082,1.0,0.08333333333333333,0.15384615384615385
Bus118,3,10,0.1,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,10,0.1,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,10,0.1,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,10,1.0,1,"[[  6 253]
 [  0 168]]",0.40749414519906324,0.3990498812351544,1.0,0.5704584040747029
Bus118,3,10,1.0,5,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus118,3,10,1.0,10,"[[ 19 240]
 [  0 168]]",0.4379391100702576,0.4117647058823529,1.0,0.5833333333333334
Bus118,3,10,1.0,20,"[[ 32 227]
 [  0 168]]",0.468384074941452,0.4253164556962025,1.0,0.5968028419182948
Bus118,3,10,1.0,30,"[[ 42 217]
 [  4 164]]",0.48243559718969553,0.4304461942257218,0.9761904761904762,0.5974499089253188
Bus118,3,10,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus118,3,10,5.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus118,3,10,5.0,10,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus118,3,10,5.0,20,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus118,3,10,5.0,30,"[[ 14 245]
 [  0 168]]",0.4262295081967213,0.4067796610169492,1.0,0.5783132530120482
Bus118,3,10,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus118,3,10,10.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus118,3,10,10.0,10,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus118,3,10,10.0,20,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus118,3,10,10.0,30,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus118,3,15,0.01,1,"[[259   0]
 [163   5]]",0.6182669789227166,1.0,0.02976190476190476,0.057803468208092484
Bus118,3,15,0.01,5,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,15,0.01,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,15,0.01,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,15,0.01,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,15,0.05,1,"[[259   0]
 [150  18]]",0.6487119437939111,1.0,0.10714285714285714,0.1935483870967742
Bus118,3,15,0.05,5,"[[259   0]
 [165   3]]",0.6135831381733021,1.0,0.017857142857142856,0.03508771929824561
Bus118,3,15,0.05,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,15,0.05,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,15,0.05,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,15,0.1,1,"[[255   4]
 [125  43]]",0.6978922716627635,0.9148936170212766,0.25595238095238093,0.4
Bus118,3,15,0.1,5,"[[259   0]
 [154  14]]",0.639344262295082,1.0,0.08333333333333333,0.15384615384615385
Bus118,3,15,0.1,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,15,0.1,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,15,0.1,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,15,1.0,1,"[[  6 253]
 [  0 168]]",0.40749414519906324,0.3990498812351544,1.0,0.5704584040747029
Bus118,3,15,1.0,5,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus118,3,15,1.0,10,"[[ 19 240]
 [  0 168]]",0.4379391100702576,0.4117647058823529,1.0,0.5833333333333334
Bus118,3,15,1.0,20,"[[ 32 227]
 [  0 168]]",0.468384074941452,0.4253164556962025,1.0,0.5968028419182948
Bus118,3,15,1.0,30,"[[ 42 217]
 [  2 166]]",0.48711943793911006,0.43342036553524804,0.9880952380952381,0.6025408348457351
Bus118,3,15,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus118,3,15,5.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus118,3,15,5.0,10,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus118,3,15,5.0,20,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus118,3,15,5.0,30,"[[ 14 245]
 [  0 168]]",0.4262295081967213,0.4067796610169492,1.0,0.5783132530120482
Bus118,3,15,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus118,3,15,10.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus118,3,15,10.0,10,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus118,3,15,10.0,20,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus118,3,15,10.0,30,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus118,3,20,0.01,1,"[[259   0]
 [164   4]]",0.6159250585480094,1.0,0.023809523809523808,0.046511627906976744
Bus118,3,20,0.01,5,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,20,0.01,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,20,0.01,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,20,0.01,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,20,0.05,1,"[[259   0]
 [150  18]]",0.6487119437939111,1.0,0.10714285714285714,0.1935483870967742
Bus118,3,20,0.05,5,"[[259   0]
 [165   3]]",0.6135831381733021,1.0,0.017857142857142856,0.03508771929824561
Bus118,3,20,0.05,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,20,0.05,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,20,0.05,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,20,0.1,1,"[[254   5]
 [125  43]]",0.6955503512880562,0.8958333333333334,0.25595238095238093,0.39814814814814814
Bus118,3,20,0.1,5,"[[259   0]
 [155  13]]",0.6370023419203747,1.0,0.07738095238095238,0.143646408839779
Bus118,3,20,0.1,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,20,0.1,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,20,0.1,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus118,3,20,1.0,1,"[[  6 253]
 [  0 168]]",0.40749414519906324,0.3990498812351544,1.0,0.5704584040747029
Bus118,3,20,1.0,5,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus118,3,20,1.0,10,"[[ 19 240]
 [  0 168]]",0.4379391100702576,0.4117647058823529,1.0,0.5833333333333334
Bus118,3,20,1.0,20,"[[ 32 227]
 [  0 168]]",0.468384074941452,0.4253164556962025,1.0,0.5968028419182948
Bus118,3,20,1.0,30,"[[ 42 217]
 [  1 167]]",0.4894613583138173,0.4348958333333333,0.9940476190476191,0.605072463768116
Bus118,3,20,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus118,3,20,5.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus118,3,20,5.0,10,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus118,3,20,5.0,20,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus118,3,20,5.0,30,"[[ 14 245]
 [  0 168]]",0.4262295081967213,0.4067796610169492,1.0,0.5783132530120482
Bus118,3,20,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus118,3,20,10.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus118,3,20,10.0,10,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus118,3,20,10.0,20,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus118,3,20,10.0,30,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus119,3,10,0.01,1,"[[259   0]
 [166   2]]",0.6112412177985949,1.0,0.011904761904761904,0.023529411764705882
Bus119,3,10,0.01,5,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,10,0.01,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,10,0.01,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,10,0.01,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,10,0.05,1,"[[259   0]
 [150  18]]",0.6487119437939111,1.0,0.10714285714285714,0.1935483870967742
Bus119,3,10,0.05,5,"[[259   0]
 [164   4]]",0.6159250585480094,1.0,0.023809523809523808,0.046511627906976744
Bus119,3,10,0.05,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,10,0.05,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,10,0.05,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,10,0.1,1,"[[257   2]
 [124  44]]",0.7049180327868853,0.9565217391304348,0.2619047619047619,0.411214953271028
Bus119,3,10,0.1,5,"[[259   0]
 [154  14]]",0.639344262295082,1.0,0.08333333333333333,0.15384615384615385
Bus119,3,10,0.1,10,"[[259   0]
 [167   1]]",0.6088992974238876,1.0,0.005952380952380952,0.011834319526627219
Bus119,3,10,0.1,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,10,0.1,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,10,1.0,1,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus119,3,10,1.0,5,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus119,3,10,1.0,10,"[[ 20 239]
 [  0 168]]",0.44028103044496486,0.41277641277641275,1.0,0.5843478260869566
Bus119,3,10,1.0,20,"[[ 42 217]
 [  0 168]]",0.4918032786885246,0.43636363636363634,1.0,0.6075949367088608
Bus119,3,10,1.0,30,"[[ 42 217]
 [  4 164]]",0.48243559718969553,0.4304461942257218,0.9761904761904762,0.5974499089253188
Bus119,3,10,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus119,3,10,5.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus119,3,10,5.0,10,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus119,3,10,5.0,20,"[[  9 250]
 [  0 168]]",0.41451990632318503,0.4019138755980861,1.0,0.5733788395904437
Bus119,3,10,5.0,30,"[[ 14 245]
 [  0 168]]",0.4262295081967213,0.4067796610169492,1.0,0.5783132530120482
Bus119,3,10,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus119,3,10,10.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus119,3,10,10.0,10,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus119,3,10,10.0,20,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus119,3,10,10.0,30,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus119,3,15,0.01,1,"[[259   0]
 [163   5]]",0.6182669789227166,1.0,0.02976190476190476,0.057803468208092484
Bus119,3,15,0.01,5,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,15,0.01,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,15,0.01,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,15,0.01,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,15,0.05,1,"[[259   0]
 [151  17]]",0.6463700234192038,1.0,0.10119047619047619,0.1837837837837838
Bus119,3,15,0.05,5,"[[259   0]
 [165   3]]",0.6135831381733021,1.0,0.017857142857142856,0.03508771929824561
Bus119,3,15,0.05,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,15,0.05,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,15,0.05,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,15,0.1,1,"[[256   3]
 [125  43]]",0.7002341920374707,0.9347826086956522,0.25595238095238093,0.40186915887850466
Bus119,3,15,0.1,5,"[[259   0]
 [155  13]]",0.6370023419203747,1.0,0.07738095238095238,0.143646408839779
Bus119,3,15,0.1,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,15,0.1,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,15,0.1,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,15,1.0,1,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus119,3,15,1.0,5,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus119,3,15,1.0,10,"[[ 20 239]
 [  0 168]]",0.44028103044496486,0.41277641277641275,1.0,0.5843478260869566
Bus119,3,15,1.0,20,"[[ 39 220]
 [  0 168]]",0.4847775175644028,0.4329896907216495,1.0,0.60431654676259
Bus119,3,15,1.0,30,"[[ 42 217]
 [  3 165]]",0.4847775175644028,0.4319371727748691,0.9821428571428571,0.6
Bus119,3,15,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus119,3,15,5.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus119,3,15,5.0,10,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus119,3,15,5.0,20,"[[  9 250]
 [  0 168]]",0.41451990632318503,0.4019138755980861,1.0,0.5733788395904437
Bus119,3,15,5.0,30,"[[ 14 245]
 [  0 168]]",0.4262295081967213,0.4067796610169492,1.0,0.5783132530120482
Bus119,3,15,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus119,3,15,10.0,5,"[[  1 258]
 [  0 168]]",0.3957845433255269,0.39436619718309857,1.0,0.5656565656565656
Bus119,3,15,10.0,10,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus119,3,15,10.0,20,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus119,3,15,10.0,30,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus119,3,20,0.01,1,"[[259   0]
 [163   5]]",0.6182669789227166,1.0,0.02976190476190476,0.057803468208092484
Bus119,3,20,0.01,5,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,20,0.01,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,20,0.01,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,20,0.01,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,20,0.05,1,"[[259   0]
 [151  17]]",0.6463700234192038,1.0,0.10119047619047619,0.1837837837837838
Bus119,3,20,0.05,5,"[[259   0]
 [164   4]]",0.6159250585480094,1.0,0.023809523809523808,0.046511627906976744
Bus119,3,20,0.05,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,20,0.05,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,20,0.05,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,20,0.1,1,"[[255   4]
 [127  41]]",0.6932084309133489,0.9111111111111111,0.24404761904761904,0.38497652582159625
Bus119,3,20,0.1,5,"[[259   0]
 [155  13]]",0.6370023419203747,1.0,0.07738095238095238,0.143646408839779
Bus119,3,20,0.1,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,20,0.1,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,20,0.1,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus119,3,20,1.0,1,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus119,3,20,1.0,5,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus119,3,20,1.0,10,"[[ 20 239]
 [  0 168]]",0.44028103044496486,0.41277641277641275,1.0,0.5843478260869566
Bus119,3,20,1.0,20,"[[ 37 222]
 [  0 168]]",0.48009367681498827,0.4307692307692308,1.0,0.6021505376344086
Bus119,3,20,1.0,30,"[[ 42 217]
 [  3 165]]",0.4847775175644028,0.4319371727748691,0.9821428571428571,0.6
Bus119,3,20,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus119,3,20,5.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus119,3,20,5.0,10,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus119,3,20,5.0,20,"[[  9 250]
 [  0 168]]",0.41451990632318503,0.4019138755980861,1.0,0.5733788395904437
Bus119,3,20,5.0,30,"[[ 14 245]
 [  0 168]]",0.4262295081967213,0.4067796610169492,1.0,0.5783132530120482
Bus119,3,20,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus119,3,20,10.0,5,"[[  1 258]
 [  0 168]]",0.3957845433255269,0.39436619718309857,1.0,0.5656565656565656
Bus119,3,20,10.0,10,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus119,3,20,10.0,20,"[[  7 252]
 [  0 168]]",0.4098360655737705,0.4,1.0,0.5714285714285714
Bus119,3,20,10.0,30,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus121,3,10,0.01,1,"[[ 56 203]
 [ 11 157]]",0.49882903981264637,0.4361111111111111,0.9345238095238095,0.5946969696969697
Bus121,3,10,0.01,5,"[[111 148]
 [ 23 145]]",0.5995316159250585,0.4948805460750853,0.8630952380952381,0.6290672451193059
Bus121,3,10,0.01,10,"[[165  94]
 [ 30 138]]",0.7096018735362998,0.5948275862068966,0.8214285714285714,0.69
Bus121,3,10,0.01,20,"[[222  37]
 [ 42 126]]",0.8149882903981265,0.7730061349693251,0.75,0.7613293051359517
Bus121,3,10,0.01,30,"[[240  19]
 [ 49 119]]",0.8407494145199064,0.8623188405797102,0.7083333333333334,0.7777777777777778
Bus121,3,10,0.05,1,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus121,3,10,0.05,5,"[[  7 252]
 [  0 168]]",0.4098360655737705,0.4,1.0,0.5714285714285714
Bus121,3,10,0.05,10,"[[ 12 247]
 [  0 168]]",0.4215456674473068,0.40481927710843374,1.0,0.5763293310463122
Bus121,3,10,0.05,20,"[[ 15 244]
 [  0 168]]",0.42857142857142855,0.4077669902912621,1.0,0.5793103448275863
