p,Detection Time,Accuracy,Precision,Recall,F1 Score
0.1,121,0.33801169590643276,0.22888283378746593,1.0,0.37250554323725055
0.2,125,0.34269005847953216,0.23013698630136986,1.0,0.3741648106904232
0.5,139,0.35906432748538014,0.2346368715083799,1.0,0.38009049773755654
0.7,345,0.6,0.32941176470588235,1.0,0.49557522123893805
0.9,-1,0.8035087719298246,0.0,0.0,0.0
